Drug,Primary indication,Virus,Group,Cell cultures/co-cultures,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Phase IV,Approved,Potential target,Reference,Reference2,Virus Family,Virus Name,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,Mode_of_action,InChI_Key
Obatoclax,Investigational anticancer,JUNV,(-)ssRNA,*,,,,,,,,Human MCL1,PMID:31302150,,Arenaviridae,Junin virus,Argentine hemorrhagic fever,0,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Remdesivir,Investigational antiviral,JUNV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28262699,,Arenaviridae,Junin virus,Argentine hemorrhagic fever,0,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Sunitinib,Approved anticancer,JUNV,(-)ssRNA,*,,,,,,,,Human RTKs,PMID:28240606,,Arenaviridae,Junin virus,Argentine hemorrhagic fever,0,DB01268,5329102,Broad TK inhibitor,WINHZLLDWRZWRT-ATVHPVEESA-N
Brincidofovir,Investigational antiviral,KSHV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30677427,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Camptothecin,Investigational anticancer,KSHV,dsDNA,*,,,,,,,,Human TOP1,PMID:22106228,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB04690,24360,Topoisomerase I inhibitor,VSJKWCGYPAHWDS-FQEVSTJZSA-N
Chloroquine,Approved antimalarial,KSHV,dsDNA,*,,,,,,,,Unknown,PMID:27521848,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00608,2719,Antimalaria agent; chemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Cidofovir,Approved antiviral,KSHV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00369,60613,Viral DNA polymerase inhibitor,FPKARFMSZDBYQF-ILKKLZGPSA-N
EIPA (amiloride),Approved anti-arrhythmic,KSHV,dsDNA,*,,,,,,,,Human SLC9A1,PMID:19279100,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Filociclovir,Investigational antiviral,KSHV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB12438,3006048,Dual DNA polymerase/kinase inhibitor; Nucleoside analog,KMUNHOKTIVSFRA-KXFIGUGUSA-N
Foscarnet,Approved antiviral,KSHV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30677427,PMID: 8851582,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00529,3415,Pyrophosphate analog DNA polymerase inhibitor,ZJAOAACCNHFJAH-UHFFFAOYSA-N
Glycyrrhizin,Approved anti-inflammatory,KSHV,dsDNA,*,,,,,,,,Human TNF,PMID:21880767,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB13751,14982,,LPLVUJXQOOQHMX-QWBHMCJMSA-N
Labyrinthopeptin A1,Research compound,KSHV,dsDNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,,,Viral membrane perforation,
Labyrinthopeptin A2,Research compound,KSHV,dsDNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,,,Viral membrane perforation,
Metformin,Approved anti-T2D,KSHV,dsDNA,*,,,,,,,,Human AMPK,PMID:27147746,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00331,4091,AMPK activator,XZWYZXLIPXDOLR-UHFFFAOYSA-N
Mitoxantrone,Approved anticancer,KSHV,dsDNA,,,,,*,,,,Human TOP2,NCT00002259,PMID: 29491695,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB01204,4212,Topoisomerase II inhibitor,KKZJGLLVHKMTCM-UHFFFAOYSA-N
N-MCT,Investigational antiviral,KSHV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,,445212,,NOWRLNPOENZFHP-ARHDFHRDSA-N
Novobiocin,Approved antibacterial,KSHV,dsDNA,*,,,,,,,,Multiple,PMID:22106228,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB01051,54675769,Bacterial DNA gyrase inhibitor (targeting GyrB),YJQPYGGHQPGBLI-KGSXXDOSSA-N
Rapamycin (Sirolimus),Approved immunosuppressant,KSHV,dsDNA,,,,,*,,,,Human MTOR,NCT01412515,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00877,5284616,IL-2-dependent T-cell proliferation inhibitor,QFJCIRLUMZQUOT-HPLJOQBZSA-N
Sorafenib,Approved anticancer,KSHV,dsDNA,,,,*,,,,,Human RTKs,NCT00287495,,Herpesviridae,Kaposi's sarcoma-associated herpesvirus,Kaposi's sarcoma,12,DB00398,216239,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Isolanid (lanatoside C),Approved antiarrhythmic,KUNV,(+)ssRNA,*,,,,,,,,Unknown,PMID:25251726,,Flaviviridae,Kunjin virus,Kunjin virus disease,2,DB13467,3879,Increasing the concentration of intracellular calcium,JAYAGJDXJIDEKI-UHFFFAOYSA-N
Amodiaquine,Approved antimalarial,LASV,(-)ssRNA,*,,,,,,,,Unknown,PMID:30700611,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Arbidol (Umifenovir),Approved antiviral,LASV,(-)ssRNA,*,,,,,,,,Multiple,PMID:30700611,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB13609,131411,,KCFYEAOKVJSACF-UHFFFAOYSA-N
Brequinar,Investigational anticancer,LASV,(-)ssRNA,*,,,,,,,,Human DHODH,PMID:31302150,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB03523,57030,Dihydroorotate dehydrogenase (DHODH) inhibitor,PZOHOALJQOFNTB-UHFFFAOYSA-M
EIPA (amiloride),Approved anti-arrhythmic,LASV,(-)ssRNA,*,,,,,,,,Human SLC9A1,PMID:24173224,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Favipiravir,Approved antiviral,LASV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:29882740,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Mycophenolic acid,Approved immunosuppressant,LASV,(-)ssRNA,*,,,,,,,,Human IMPDH,PMID:31302150,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB01024,446541,Inosine monophosphate dehydrogenase inhibitor,HPNSFSBZBAHARI-RUDMXATFSA-N
Niclosamide,Approved antihelmintic,LASV,(-)ssRNA,*,,,,,,,,Multiple,PMID:30700611,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB06803,4477,,
Obatoclax,Investigational anticancer,LASV,(-)ssRNA,*,,,,,,,,Human MCL1,PMID:31302150,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Remdesivir,Investigational antiviral,LASV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28262699,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Ribavirin,Approved antiviral,LASV,(-)ssRNA,*,,*,,*,,,,Viral RNA pol,PMID:28916737; NCT00992693,,Arenaviridae,Lassa virus,Lassa hemorrhagic fever,0,DB00811,37542,Nucleoside inhibitor; Guanosine (ribonucleic) analog,IWUCXVSUMQZMFG-AFCXAGJDSA-N
Brequinar,Investigational anticancer,LCMV,(-)ssRNA,*,,,,,,,,Human DHODH,PMID:31302150,,Arenaviridae,Mammarenavirus lymphocytic choriomeningitis virus ,Lymphocytic choriomeningitis,0,DB03523,57030,Dihydroorotate dehydrogenase (DHODH) inhibitor,PZOHOALJQOFNTB-UHFFFAOYSA-M
Favipiravir,Approved antiviral,LCMV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:31302150,,Arenaviridae,Mammarenavirus lymphocytic choriomeningitis virus ,Lymphocytic choriomeningitis,0,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Mycophenolic acid,Approved immunosuppressant,LCMV,(-)ssRNA,*,,,,,,,,Human IMPDH,PMID:31302150,,Arenaviridae,Mammarenavirus lymphocytic choriomeningitis virus ,Lymphocytic choriomeningitis,0,DB01024,446541,Inosine monophosphate dehydrogenase inhibitor,HPNSFSBZBAHARI-RUDMXATFSA-N
Obatoclax,Investigational anticancer,LCMV,(-)ssRNA,*,,,,,,,,Human MCL1,PMID:31302150,,Arenaviridae,Mammarenavirus lymphocytic choriomeningitis virus ,Lymphocytic choriomeningitis,0,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Ribavirin,Approved antiviral,LCMV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:31302150,,Arenaviridae,Mammarenavirus lymphocytic choriomeningitis virus ,Lymphocytic choriomeningitis,0,DB00811,37542,Nucleoside inhibitor; Guanosine (ribonucleic) analog,IWUCXVSUMQZMFG-AFCXAGJDSA-N
BCX4430 (Galidesivir),Approved antiviral,MARV,(-)ssRNA,,,,*,,,,,Viral RNA pol,NCT03800173,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Benztropine,Approved anticholinergic,MARV,(-)ssRNA,*,,,,,,,,Presynaptic carrier-mediated DAT,PMID: 26202243,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,DB00245,1201549,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,GIJXKZJWITVLHI-PMOLBWCYSA-N
Bepridil,Approved anti-anginal; withdrawn,MARV,(-)ssRNA,*,,*,,,,,,Viral glycoproteins,PMID:29982632,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,DB01244,2351,Calcium / Potassium / Sodium channel antagonist,UIEATEWHFDRYRU-UHFFFAOYSA-N
EIPA (amiloride),Approved anti-arrhythmic,MARV,(-)ssRNA,*,,,,,,,,Human SLC9A1,PMID:27161622,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Favipiravir,Approved antiviral,MARV,(-)ssRNA,*,,*,,,,,,Viral RNA pol,PMID:29369776,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Remdesivir,Investigational antiviral,MARV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28262699,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Tilorone (Amixin),Approved antiviral (Russia and Ukraine),MARV,(-)ssRNA,,,,,,,,*,Unknown,https://www.rlsnet.ru/tn_index_id_1526.htm,,Filoviridae,Marburg virus,Marburg hemorrhagic fever,3,,5475,Interferon inducer,MPMFCABZENCRHV-UHFFFAOYSA-N
Cidofovir,Approved antiviral,MCV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:21994641,,Poxviridae,Molluscum contagiosum virus,Molluscum contagiosum,5,DB00369,60613,Viral DNA polymerase inhibitor,FPKARFMSZDBYQF-ILKKLZGPSA-N
ABT-263,Investigational anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human BCL2,PMID:28946654,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB12340,24978538,Bcl-2/Bcl-xL inhibitor,JLYAXFNOILIKPP-KXQOOQHDSA-N
Alisporivir,Investigational antiviral,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CYPA,PMID:27840112,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB12139,11513676,,OLROWHGDTNFZBH-XEMWPYQTSA-N
Amodiaquine,Approved antimalarial,MERS-CoV,(+)ssRNA,*,,,,,,,,Unknown,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Anisomycin,Investigational,MERS-CoV,(+)ssRNA,*,,,,,,,,Bacterial protein and DNA synthesis,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB07374,253602,Bacterial protein and DNA synthesis inhibitor,YKJYKKNCCRKFSL-RDBSUJKOSA-N
BCX4430 (Galidesivir),Approved antiviral,MERS-CoV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:24590073 ,,Coronaviridae,Middle east respiratory syndrome coronavirus,Middle east respiratory syndrome,8,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Benztropine,Approved anticholinergic,MERS-CoV,(+)ssRNA,*,,,,,,,,Presynaptic carrier-mediated DAT,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00245,1201549,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,GIJXKZJWITVLHI-PMOLBWCYSA-N
Camostat,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human PRSS1,PMID:25666761,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB13729,2536,,XASIMHXSUQUHLV-UHFFFAOYSA-N
Chloroquine,Approved antimalarial,MERS-CoV,(+)ssRNA,*,,,,,,,,Unknown,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00608,2719,Antimalaria agentchemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Chlorpromazine,Approved antipsychotic agent,MERS-CoV,(+)ssRNA,*,,,,,,,,Clathrin-mediated endocytosis,PMID: 24841269;PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00477,2726,Inhibits assembly of clathrin-coated pits at the plasma membrane,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
Clomipramine,Approved,MERS-CoV,(+)ssRNA,*,,,,,,,,Multiple,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB01242,2801,,GDLIGKIOYRNHDA-UHFFFAOYSA-N
Cyclosporine,Approved immunosuppressant,MERS-CoV,(+)ssRNA,*,*,,,,,,,Human CYPA,PMID:29772254,,Coronaviridae,Middle eastern respiratory syndrome virus,Middle eastern respiratory syndrome,8,DB00091,5284373,Calcineurin inhibitor allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Dalbavancin,Approved antibacterial,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB06219,23724878,,KGPGQDLTDHGEGT-VBZOGQDBSA-N
Dasatinib,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human RTKs,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB01254,3062316,Abl; Src; Kit; EphR... Inhibitor,ZBNZXTGUTAYRHI-UHFFFAOYSA-N
Eflornithine,Approved antiprotozoal; withdrawn,MERS-CoV,(+)ssRNA,*,,,,,,,,Human ODC4,PMID:27535050,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB06243,3009,Enzyme-activated; irreversible inhibitor of ornithine decarboxylase,VLCYCQAOQCDTCN-UHFFFAOYSA-N
Emetine,Approved antiprotozoal,MERS-CoV,(+)ssRNA,*,,*,,,,,,Human ribosome,PMID:30918074,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle east respiratory syndrome,8,DB13393,10219,,AUVVAXYIELKVAI-CKBKHPSWSA-N
Gemcitabine,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human RRM1,PMID:24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Hexachlorophene,Approved antibacterial; withdrawn,MERS-CoV,(+)ssRNA,*,,,,,,,,Human SDHD,PMID:25451075,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00756,3598,,ACGUYXCXAPNIKK-UHFFFAOYSA-N
Homoharringtonine,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human ribosome,PMID:25451075,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB04865,285033,Protein translation inhibitor,HYFHYPWGAURHIV-JFIAXGOJSA-N
Hydroxychloroquine,Approved antimalarial,MERS-CoV,(+)ssRNA,*,,,,,,,,Unknown,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB01611,3652,Unclear,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
Imatinib,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human RTKs,PMID:27466418,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00619,5291,Abl; Kit; PDGFRB inhibitor,KTUFNOKKBVMGRW-UHFFFAOYSA-N
Lopinavir,Approved antiviral,MERS-CoV,(+)ssRNA,,,,,*,*,,,Viral protease,NCT02845843,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB01601,92727,HIV protease inhibitor,KJHKTHWMRKYKJE-SUGCFTRWSA-N
Mefloquine,Approved antimalarial,MERS-CoV,(+)ssRNA,*,,,,,,,,"HBA1, ADORA2A",PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00358,40692,,XEEQGYMUWCZPDN-UHFFFAOYSA-N
Monensin,Approved antibacterial,MERS-CoV,(+)ssRNA,*,,,,,,,,Unknown,PMID:30918074,,Coronaviridae,Middle east respiratory tract syndrome coronavirus,Middle east respiratory syndrome,8,DB11430,441145,,GAOZTHIDHYLHMS-KEOBGNEYSA-N
Mycophenolic acid,Approved immunosuppressant,MERS-CoV,(+)ssRNA,*,,,,,,,,Human IMPDH,PMID:30918074,,Coronaviridae,Middle East resporitary syndrome coronavirus,Middle East resporitary syndrome,8,DB01024,446541,Inosine monophosphate dehydrogenase inhibitor,HPNSFSBZBAHARI-RUDMXATFSA-N
Nafamostat,Approved anticoagulant,MERS-CoV,(+)ssRNA,*,,,,,,,,Human TMPRSS2,PMID:27550352,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB12598,4413,Synthetic serine protease inhibitor,MQQNFDZXWVTQEH-UHFFFAOYSA-N
Nitazoxanide,Approved antiprotozoal,MERS-CoV,(+)ssRNA,*,,*,,,,,,Multiple,PMID:27095301,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00507,41684,Pyruvate inhibitor,YQNQNVDNTFHQSW-UHFFFAOYSA-N
Oritavancin,Approved antibacterial,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB04911,16136912,Transglycosylation; transpeptidation and cell membrane interaction/disruption inhibitor,VHFGEBVPHAGQPI-LXKZPTCJSA-N
Promethazine,Approved antihistamine,MERS-CoV,(+)ssRNA,*,,,,,,,,Clathrin-mediated endocytosis,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB01069,4927,Inhibits assembly of clathrin-coated pits at the plasma membrane,PWWVAXIEGOYWEE-UHFFFAOYSA-N
Rapamycin (Sirolimus),Approved immunosuppressant,MERS-CoV,(+)ssRNA,*,,,,,,,,Human MTOR,PMID: 25487801,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00877,5284616,IL-2-dependent T-cell proliferation inhibitor,QFJCIRLUMZQUOT-HPLJOQBZSA-N
Remdesivir,Investigational antiviral,MERS-CoV,(+)ssRNA,*,,*,,,,,,Viral RNA pol,PMID:28659436,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Ritonavir,Approved antiviral,MERS-CoV,(+)ssRNA,*,,,,*,*,,,Viral protease,PMID:26198719; NCT02150993,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00503,392622,HIV protease inhibitor,NCDNCNXCDXHOMX-XGKFQTDJSA-N
Saracatinib,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Tyrosine Kinase,PMID: 29795047,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB11805,10302451,Unknown,OUKYUETWWIPKQR-UHFFFAOYSA-N
Silvestrol,Investigational anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human EIF4A,PMID:29258862,PMID: 27991578,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,,11787114,Inhibitor of translation initiation by targeting the RNA helicase,GVKXFVCXBFGBCD-QKDMMWSPSA-N
Tamoxifen,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human ER,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00675,2733526,Estrogen receptor antagonist,NKANXQFJJICGDU-QPLCGJKRSA-N
Teicoplanin,Approved antibacterial,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB06149,16131923,Peptidoglycan polymerization inhibitor,BJNLLBUOHPVGFT-QRZIFLFXSA-N
Telavancin,Approved antibacterial,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB06402,3081362,Bacterial cell wall synthesis inhiitor,ONUMZHGUFYIKPM-MXNFEBESSA-N
Tilorone (Amixin),Approved antiviral (Russia and Ukraine),MERS-CoV,(+)ssRNA,,,,,,,,*,Unknown,https://www.rlsnet.ru/tn_index_id_1526.htm,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,,5475,Interferon inducer,MPMFCABZENCRHV-UHFFFAOYSA-N
Toremifene,Approved,MERS-CoV,(+)ssRNA,*,,,,,,,,ER?,PMID: 24841273,,Coronaviridae,Middle East respiratory syndrome coronavirus,Middle East respiratory syndrome,8,DB00539,3005573,Estrogen receptor alpha modulator,XFCLJVABOIYOMF-QPLCGJKRSA-N
Trametinib,Approved anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human MEK1/MEK2,PMID:25487801,,Coronaviridae,Middle east respiratory syndrome coronavirus,Middle east respiratory syndrome,8,DB08911,175427149,Mitogen activated protein-kinase inhibitor,LIRYPHYGHXZJBZ-UHFFFAOYSA-N
ABT-263,Investigational anticancer,MeV,(-)ssRNA,*,,,,,,,,Human BCL2,PMID:23887633,,Paramyxoviridae,Measles virus,Measles,33,DB12340,24978538,Bcl-2/Bcl-xL inhibitor,JLYAXFNOILIKPP-KXQOOQHDSA-N
EIPA (amiloride),Approved anti-arrhythmic,MeV,(-)ssRNA,*,,,,,,,,Human SLC9A1,PMID:28250131,,Paramyxoviridae,Measles virus,Measles,33,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Nitazoxanide,Approved antiprotozoal,MeV,(-)ssRNA,*,,,,,,,,Multiple,PMID:29992955,,Paramyxoviridae,Measles virus,Measles,33,DB00507,41684,Pyruvate inhibitor,YQNQNVDNTFHQSW-UHFFFAOYSA-N
Ribavirin,Approved antiviral,MeV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:30030950,,Paramyxoviridae,Measles virus,Measles,33,DB00811,37542,Nucleoside inhibitor; Guanosine (ribonucleic) analog,IWUCXVSUMQZMFG-AFCXAGJDSA-N
Favipiravir,Approved antiviral,NiV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:29765101,,Paramyxoviridae,Nipah virus,Severe encephalitis and respiratory disease,4,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Remdesivir,Investigational antiviral,NiV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:29425244,,Paramyxoviridae,Nipah virus,Severe encephalitis and respiratory disease,4,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Mycophenolic acid,Approved immunosuppressant,NoV,(+)ssRNA,*,,,,,,,,Human IMPDH,PMID:28807916,,Caliciviridae,Norovirus,Gastroenteritis,7,DB01024,446541,Inosine monophosphate dehydrogenase inhibitor,HPNSFSBZBAHARI-RUDMXATFSA-N
Nitazoxanide,Approved antiprotozoal,NoV,(+)ssRNA,,*,,,*,*,,,Multiple,NCT03395405; NCT00302640; PMID:30104275 ,,Caliciviridae,Norovirus,Gastroenteritis,7,DB00507,41684,Pyruvate inhibitor,YQNQNVDNTFHQSW-UHFFFAOYSA-N
Suramin,Approved antiprotozoal,NoV,(+)ssRNA,*,,,,,,,,Multiple,PMID:24622391,,Caliciviridae,Norovirus,Gastroenteritis,7,DB04786,5361,Unclear,FIAFUQMPZJWCLV-UHFFFAOYSA-N
Itraconazole,Approved antifungal,Par-A3,(+)ssRNA,*,,,,,,,,Multiple,PMID:29155163,,Picornaviridae,Parechovirus A3,Infection of the central nervous system,86,DB01167,55283,antifungal; hedgehog signaling inhibitor,VHVPQPYKVGDNFY-ZPGVKDDISA-N
Posaconazole,Approved antifungal,Par-A3,(+)ssRNA,*,,,,,,,,Human OSBP,PMID:29155163,,Picornaviridae,Parechovirus A3,Infection of the central nervous system,86,DB01263,468595,,RAGOYPUPXAKGKH-XAKZXMRKSA-N
